Product,Price,category,Filename,Retailer
top,51.99,shoes,shana.csv,shana
top,51.99,pants,shana.csv,shana
top,51.99,dresses,shana.csv,shana
top,51.99,t-shirts,shana.csv,shana
NEWLOOK -White Canvas Chunky Lace Up Trainers,53.9,shoes,drest.csv,drest
"ETAM -BLUEDAY Flip-flops, Pink",53.9,shoes,drest.csv,drest
"ETAM -ISAAC Printed pajama pants, Khaki",53.9,pants,drest.csv,drest
Wide Fit White metallic espadrilles with cork wedge soles,53.9,shoes,drest.csv,drest
"ETAM -INVISIBLE FASHION Set of 2 pairs of ankle socks, Gray",54.9,accessories,drest.csv,drest
Havaianas Slim Palette Glow Ross,54.9,shoes,drest.csv,drest
Leggings,54.99,shoes,shana.csv,shana
Leggings,54.99,t-shirts,shana.csv,shana
Leggings,54.99,pants,shana.csv,shana
Leggings,54.99,accessories,shana.csv,shana
Leggings,54.99,blazers,shana.csv,shana
Leggings,54.99,dresses,shana.csv,shana
Black Faux Croc Stud Bum Bag,55.0,accessories,drest.csv,drest
"ETAM -DOUBLE ACTION Double action 30D sculpting tights, Black",55.0,accessories,drest.csv,drest
NewLook White Satin Rhinestone Ring Wedding Pouch,55.0,accessories,drest.csv,drest
NewLook 2 Pack Black Satin Bow Headband and Scrunchie,55.0,accessories,drest.csv,drest
RIVER ISLAND -BEIGE LIGHT SEQUIN LUREX JOGGER,55.9,pants,drest.csv,drest
Jeans,55.99,pants,shana.csv,shana
Jeans,55.99,pants,shana.csv,shana
Jeans,55.99,pants,shana.csv,shana
Jeans,55.99,pants,shana.csv,shana
"DREST COLLECTION Mid-heel sandal with bungs Transparent, nude",56.6,shoes,drest.csv,drest
White ctel tank top with ruffles and U-neck,56.9,t-shirts,drest.csv,drest
Blue sculpting mid-wash push-up jeggings,57.4,pants,drest.csv,drest
NafNaf DRESS WITH BROD DETAIL,57.4,dresses,drest.csv,drest
DREST COLLECTION Camel slider with pearls with flat sole,59.3,shoes,drest.csv,drest
Basic cotton t-shirt,59.9,t-shirts,mango.csv,mango
Pendant chain necklace,59.9,accessories,mango.csv,mango
"ETAM -IZZY GOOD T-shirt, Ecru",59.9,t-shirts,drest.csv,drest
Pendant necklace,59.9,accessories,mango.csv,mango
HIGH BIMATIRE IN POPLIN,59.9,t-shirts,zara.csv,zara
"DREST COLLECTION Faux leather slide with 4 bungs with gold chains, Beige",59.9,shoes,drest.csv,drest
Ring pendant necklace,59.9,accessories,mango.csv,mango
Combined chain necklace,59.9,accessories,mango.csv,mango
Pendant necklace,59.9,accessories,mango.csv,mango
PRINTED AMRICAN NECK TOP,59.9,t-shirts,zara.csv,zara
RUFFLED RIB TOP,59.9,t-shirts,zara.csv,zara
DREST COLLECTION Black sandal with square heel with two crumpled bungs,59.9,shoes,drest.csv,drest
Ring pendant necklace,59.9,accessories,mango.csv,mango
PACK OF GLASS COLLECTION BARS,59.9,accessories,zara.csv,zara
NafNaf SHORT DRESS WITH NUD IN FUSCHIA,59.9,dresses,drest.csv,drest
NAfNaf Alma wedding dress in lace,59.9,dresses,drest.csv,drest
QUILTED AND PRINTED BAG,59.9,accessories,zara.csv,zara
Set of combined earrings,59.9,accessories,mango.csv,mango
QUILTED AND PRINTED BAG,59.9,accessories,zara.csv,zara
Pendant chain necklace,59.9,accessories,mango.csv,mango
Relief ring,59.9,accessories,mango.csv,mango
HIGH BIMATIRE IN POPLIN,59.9,t-shirts,zara.csv,zara
Pendant chain necklace,59.9,accessories,mango.csv,mango
NIGHT 200ml,59.9,perfumes,zara.csv,zara
Set of 2 combined rings,59.9,accessories,mango.csv,mango
Pearl pendants necklace,59.9,accessories,mango.csv,mango
Combinable croles,59.9,accessories,mango.csv,mango
Ruched crop top,59.9,t-shirts,mango.csv,mango
Pendant chain necklace,59.9,accessories,mango.csv,mango
Circles pendant necklace,59.9,accessories,mango.csv,mango
T-shirt with cuffed sleeves,59.9,t-shirts,mango.csv,mango
Basic cotton t-shirt,59.9,t-shirts,mango.csv,mango
Large relief ring,59.9,accessories,mango.csv,mango
Semi-precious stone earrings,59.9,accessories,mango.csv,mango
Ruched crop top,59.9,t-shirts,mango.csv,mango
CROPPED RIB POLO SHIRT,59.9,t-shirts,zara.csv,zara
Black Shirred Puff Sleeve Top,59.9,t-shirts,drest.csv,drest
NAFNAF STRAP TOP WITH LACE TRIM,59.9,t-shirts,drest.csv,drest
Ruched crop top,59.9,t-shirts,mango.csv,mango
TOP BASIC,59.9,t-shirts,zara.csv,zara
DREST COLLECTION Simple flip flops in beige,59.9,shoes,drest.csv,drest
Women's gabardine pantacheville,59.99,pants,HA.csv,HA
Dress,59.99,dresses,shana.csv,shana
Dress,59.99,dresses,shana.csv,shana
Women's pants,59.99,pants,HA.csv,HA
Women's drawstring pants,59.99,pants,HA.csv,HA
Women's ethnic print twin-set,59.99,blazers,HA.csv,HA
Trousers with tie belt,59.99,pants,HA.csv,HA
Pale Blue Contrast Lace Plunge Bodysuit,62.9,t-shirts,drest.csv,drest
DREST COLLECTION Simple flip flops in orange,62.9,shoes,drest.csv,drest
"DREST COLLECTION Square heel sandal with two crumpled bungs, beige",62.9,shoes,drest.csv,drest
Havaianas You St Tropez roses,62.9,shoes,drest.csv,drest
Jeans,63.99,dresses,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,dresses,shana.csv,shana
Dress,63.99,dresses,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Wide printed pants,63.99,pants,shana.csv,shana
Jeans,63.99,accessories,shana.csv,shana
Jeans,63.99,t-shirts,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,t-shirts,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,blazers,shana.csv,shana
Jeans,63.99,blazers,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,shoes,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,pants,shana.csv,shana
Jeans,63.99,accessories,shana.csv,shana
Jeans,63.99,shoes,shana.csv,shana
DREST COLLECTION Light blue thongs with black platform sole,65.9,shoes,drest.csv,drest
"ETAM -GALIZ Satin trousers with leaf print, Ecru",67.4,pants,drest.csv,drest
Black Puff Sleeve Square Neck Top,67.9,t-shirts,drest.csv,drest
"ETAM -PLUMETIS Plumetis tights, Black",69.0,accessories,drest.csv,drest
NewLook Black Tab Front Backpack,69.0,accessories,drest.csv,drest
NewLook Eylure Black Daytime Darling False Lashes,69.0,accessories,drest.csv,drest
100% linen t-shirt,69.9,t-shirts,mango.csv,mango
100% linen t-shirt,69.9,t-shirts,mango.csv,mango
100% linen t-shirt,69.9,t-shirts,mango.csv,mango
Organic cotton ruffle dress,69.9,dresses,mango.csv,mango
Organic cotton ruffle dress,69.9,dresses,mango.csv,mango
Ruffled cotton T-shirt,69.9,t-shirts,mango.csv,mango
Top 100% linen,69.9,t-shirts,mango.csv,mango
Chain necklace,69.9,accessories,mango.csv,mango
Textured cotton t-shirt,69.9,t-shirts,mango.csv,mango
Ribbed knit top,69.9,t-shirts,mango.csv,mango
Large pink glitter makeup bag,69.9,accessories,drest.csv,drest
NewLook 2 Pack Pink Ribbed Headband and Scrunchie,69.9,accessories,drest.csv,drest
DREST COLLECTION High heel sandals with rhinestones in gold,69.9,shoes,drest.csv,drest
Top 100% linen,69.9,t-shirts,mango.csv,mango
Asymmetric knit top,69.9,t-shirts,mango.csv,mango
Top 100% linen,69.9,t-shirts,mango.csv,mango
Chain necklace,69.9,accessories,mango.csv,mango
Asymmetric knit top,69.9,t-shirts,mango.csv,mango
"DREST COLLECTION Mid-heel bung sandal Transparent, white",69.9,shoes,drest.csv,drest
Paulette stripe t-shirt,69.9,t-shirts,mango.csv,mango
Combined chain necklace,69.9,accessories,mango.csv,mango
Basic cotton t-shirt,69.9,t-shirts,mango.csv,mango
Maternity cotton leggings,69.9,pants,mango.csv,mango
Dress,69.99,dresses,shana.csv,shana
Dress,69.99,dresses,shana.csv,shana
Formal pantacheville woman,69.99,pants,HA.csv,HA
Formal pantacheville woman,69.99,pants,HA.csv,HA
Women's denim pants,69.99,pants,HA.csv,HA
Women's vest,69.99,blazers,HA.csv,HA
High Rise Straight fit jeans,69.99,pants,HA.csv,HA
Havaianas Slim Flatform Glitter Ross,71.9,shoes,drest.csv,drest
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
Jeans,71.99,pants,shana.csv,shana
NewLook Black Gingham Face Covering and Scrunchie,72.9,accessories,drest.csv,drest
NewLook 3 Pack Multicoloured Tie Dye Reusable Face Coverings,72.9,accessories,drest.csv,drest
Dress,73.49,dresses,shana.csv,shana
Dress,73.49,dresses,shana.csv,shana
Black zipped slim pants,74.9,pants,drest.csv,drest
"ETAM -INVISIBLE FASHION Set of 2 pairs of ankle socks, Black",75.0,accessories,drest.csv,drest
"ETAM -MADDOX Short-sleeved top with lace edges, Gray",75.0,t-shirts,drest.csv,drest
"ETAM -UPSIDE Plunging lace bodysuit, Black",75.0,t-shirts,drest.csv,drest
Black croc-effect drawstring bucket bag,75.9,accessories,drest.csv,drest
SALSA JEANS Jeans Mystery Push Up capri with Swarovski crystals,75.9,pants,drest.csv,drest
Dress,76.49,dresses,shana.csv,shana
NafNaf SHORT DRESS WITH NUD IN NAVY BLUE,77.4,dresses,drest.csv,drest
"ETAM -RELAX Honeycomb pencil case, White",77.4,accessories,drest.csv,drest
DREST COLLECTION Heeled sandal with platform sole in black,79.9,shoes,drest.csv,drest
NAFNAF LONG SEQUIN DRESS,79.9,dresses,drest.csv,drest
Red strapless bodysuit with floral lace,79.9,t-shirts,drest.csv,drest
NAFNAF LAKE BACK T-SHIRT,79.9,t-shirts,drest.csv,drest
TOP CROP STRUCTUR,79.9,t-shirts,zara.csv,zara
WOMAN 100ML + TWILIGHT 100ML,79.9,perfumes,zara.csv,zara
ZARA ROYAL SOFTNESS EAU DE PARFUM 100 ML,79.9,perfumes,zara.csv,zara
Brown animal print short pants,79.9,pants,drest.csv,drest
TOP CROP GATHER,79.9,t-shirts,zara.csv,zara
White lip slogan t-shirt with leopard print,79.9,t-shirts,drest.csv,drest
RIVER ISLAND -White Bandeau Bodycon Dress,79.9,dresses,drest.csv,drest
NewLook 3 Pack Black Sports Grip Invisible Socks,79.9,accessories,drest.csv,drest
GARDENIA + ORCHID 100 ML,79.9,perfumes,zara.csv,zara
VETIVER GRAPEFRUIT 40 ML,79.9,perfumes,zara.csv,zara
Black puff sleeve bodysuit,79.9,t-shirts,drest.csv,drest
NAFNAF BRAID BELT,79.9,accessories,drest.csv,drest
White T-shirt with flower-shaped crochet hem,79.9,t-shirts,drest.csv,drest
FRUIT OF THE LOOM SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
"ETAM -ALIA Textured short-sleeved top, Ecru",79.9,t-shirts,drest.csv,drest
FRUIT OF THE LOOM CROP SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
Pink crochet flower bottom T-shirt,79.9,t-shirts,drest.csv,drest
FRUIT OF THE LOOM CROP SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
PUFF SLEEVE SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
CROP SWEATSHIRT WITH VOLUME,79.9,sweatshirts,zara.csv,zara
AJOUR SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
ZARA GRAPEFRUIT SALT EAU DE PARFUM 100 ML,79.9,perfumes,zara.csv,zara
OVERSIZE HOODED SWEATSHIRT,79.9,sweatshirts,zara.csv,zara
TEXTURED HAIR BAND,79.9,accessories,zara.csv,zara
BOB BUCKET TOPPED,79.9,accessories,zara.csv,zara
"ETAM -AMY 100% linen pajama top, ANTHRACITE",79.9,t-shirts,drest.csv,drest
White Bee Kind Slogan T-Shirt,79.9,t-shirts,drest.csv,drest
NAFNAF Metallic shoulder bag Gold,79.9,accessories,drest.csv,drest
PRINTED TROUSERS,79.9,pants,zara.csv,zara
FLOWING PRINTED TROUSERS,79.9,pants,zara.csv,zara
FLOWING PRINTED TROUSERS,79.9,pants,zara.csv,zara
White Spot Mesh Puff Sleeve Crop Top,79.9,t-shirts,drest.csv,drest
WATERLILY TEA DRESS 40 ML,79.9,perfumes,zara.csv,zara
EBONY WOOD 40 ML,79.9,perfumes,zara.csv,zara
PRINTED TROUSERS,79.9,pants,zara.csv,zara
FLOWING PRINTED TROUSERS,79.9,pants,zara.csv,zara
PRINTED TROUSERS,79.9,pants,zara.csv,zara
Linen-look striped midi dress,79.99,shoes,HA.csv,HA
Shirt,79.99,blazers,shana.csv,shana
Shirt,79.99,t-shirts,shana.csv,shana
Jeans,79.99,pants,shana.csv,shana
Leggings,79.99,pants,shana.csv,shana
Shirt,79.99,dresses,shana.csv,shana
Shirt,79.99,blazers,shana.csv,shana
Shirt,79.99,pants,shana.csv,shana
Dress,79.99,dresses,shana.csv,shana
Shirt,79.99,dresses,shana.csv,shana
Shirt,79.99,t-shirts,shana.csv,shana
Shirt,79.99,pants,shana.csv,shana
Shirt,79.99,shoes,shana.csv,shana
Dress,79.99,dresses,shana.csv,shana
Women's vest,79.99,blazers,HA.csv,HA
Dress,79.99,dresses,shana.csv,shana
Shirt,79.99,shoes,shana.csv,shana
Women's flared pants,79.99,pants,HA.csv,HA
Shirt,79.99,accessories,shana.csv,shana
Shirt,79.99,accessories,shana.csv,shana
NewLook Silver Slatted Bamboo Round Shoulder Bag,80.4,accessories,drest.csv,drest
SALSA JEANS Paperbag boyfriend pants with belt,80.4,pants,drest.csv,drest
Havaianas You Shine Dores,80.9,shoes,drest.csv,drest
Wide Fit Black Leather-Look Cork Wedges,80.9,shoes,drest.csv,drest
NEWLOOK Blue Ripped Knee High Waist Tori Mom Jeans,81.0,pants,drest.csv,drest
Dress,83.99,dresses,shana.csv,shana
"ETAM - ORGANIC COTTON MIDI 2 pairs of organic cotton socks, Ecru",85.0,accessories,drest.csv,drest
"ETAM -EDRIK Camisole with lace neckline, Bronze",85.0,t-shirts,drest.csv,drest
"ETAM -ILLUSION Suspender-effect tights, Black",85.0,accessories,drest.csv,drest
NAFNAF Crossbody bag ecru,85.0,accessories,drest.csv,drest
"ETAM -INAE Short-sleeved top, Khaki",85.0,t-shirts,drest.csv,drest
"ETAM -MACY T-shirt Be diffrent, LILAC",85.0,t-shirts,drest.csv,drest
Havaianas You Trancoso Premium Sleeper,85.4,shoes,drest.csv,drest
DREST COLLECTION Red flip flops with two cross bands,85.4,shoes,drest.csv,drest
Havaianas Top Marvel,85.4,shoes,drest.csv,drest
DREST COLLECTION Camel sandal with raffia platform sole,85.4,shoes,drest.csv,drest
MOA NECKLACE O / CRISTA,85.9,accessories,drest.csv,drest
Girls Black Oversized Color Block Sunglasses,85.9,accessories,drest.csv,drest
NewLook Brown Velvet Leopard Knot Headband,85.9,accessories,drest.csv,drest
SALSA JEANS BOYFRIEND JEANS WITH RIPS,87.4,pants,drest.csv,drest
NAFNAF Short green dress with rhinestones,87.4,dresses,drest.csv,drest
Dress,87.49,dresses,shana.csv,shana
Dress,87.99,dresses,shana.csv,shana
Dress,87.99,dresses,shana.csv,shana
NAFNAF BLEACH CROCHET top,89.9,t-shirts,drest.csv,drest
NAFNAF Women's sleeveless v-neck t-shirt,89.9,t-shirts,drest.csv,drest
NAFNAF TWO-MATERIAL T-SHIRT,89.9,t-shirts,drest.csv,drest
